Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Kerala,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.015154610949784682,0.012725863687525842,0.019249013087344218
All Population,Madhya Pradesh,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,10,,
All Population,Madhya Pradesh,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.026876753134503956,0.022861577306449294,0.033246447707202226
All Population,Maharashtra,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,12,,
All Population,Maharashtra,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.01677698079040467,0.014166178294943918,0.02024122203027317
All Population,Manipur,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,13,,
All Population,Manipur,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.012248696450557319,0.009612111654049883,0.01609128553829941
All Population,Meghalaya,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,13,,
All Population,Meghalaya,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.012532788275887018,0.010517405797169657,0.018785636605010578
All Population,Mizoram,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,12,,
All Population,Mizoram,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.02586481309288911,0.020183245103942357,0.03260725233884527
All Population,Nagaland,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,16,,
All Population,Nagaland,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.009939675252734663,0.008104025319947833,0.015469729548194377
All Population,Odisha,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,17,,
All Population,Odisha,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.009966974755832102,0.008195585926352464,0.016531912075421075
All Population,Other Union Territories,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,12,,
All Population,Other Union Territories,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.012185390690424522,0.01015914620043289,0.015496708751272542
All Population,Punjab,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,13,,
All Population,Punjab,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.011632993689729232,0.009903839272984768,0.01445979409825229
All Population,Rajasthan,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,9,,
All Population,Rajasthan,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.044869708078343146,0.037010001609553304,0.0519254126629492
All Population,Sikkim,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,11,,
All Population,Sikkim,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.016379404071588503,0.013956000134868933,0.020766398089163026
All Population,Tamil Nadu,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,13,,
All Population,Tamil Nadu,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.0121277081366316,0.009961520097878693,0.016134555906059056
All Population,Telangana,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,12,,
All Population,Telangana,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.02090267614622001,0.017380869010687968,0.02582512542709667
All Population,Tripura,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,10,,
All Population,Tripura,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.023518347000434918,0.020466115254683278,0.027657939877694077
All Population,Uttar Pradesh,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,9,,
All Population,Uttar Pradesh,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.03847700896592055,0.03181061520400898,0.044366096818313196
All Population,Uttarakhand,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,9,,
All Population,Uttarakhand,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.03835955076732981,0.030453694641573804,0.04743685546159923
All Population,West Bengal,2021,15-49 years,Both,Chronic respiratory diseases,Death rank,11,,
All Population,West Bengal,2021,15-49 years,Both,Chronic respiratory diseases,Percent of total deaths,0.019329303707139183,0.016849689006105655,0.02329375680607102
All Population,Andhra Pradesh,2021,15-49 years,Both,Digestive diseases,Death rank,6,,
All Population,Andhra Pradesh,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.06793056950492495,0.05453856046060665,0.08850672750382743
All Population,Arunachal Pradesh,2021,15-49 years,Both,Digestive diseases,Death rank,2,,
All Population,Arunachal Pradesh,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.16683651320879198,0.12225244208093124,0.1910614408981502
All Population,Assam,2021,15-49 years,Both,Digestive diseases,Death rank,2,,
All Population,Assam,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.13934541802498324,0.10450470294680114,0.16275652810363375
All Population,Bihar,2021,15-49 years,Both,Digestive diseases,Death rank,7,,
All Population,Bihar,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.06660488072041912,0.04778522577646216,0.08857926524107053
All Population,Chhattisgarh,2021,15-49 years,Both,Digestive diseases,Death rank,4,,
All Population,Chhattisgarh,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.07431422462374937,0.04172422935639371,0.09682813689280952
All Population,Delhi,2021,15-49 years,Both,Digestive diseases,Death rank,4,,
All Population,Delhi,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.098441100269508,0.07813695181388357,0.12553080113302612
All Population,Goa,2021,15-49 years,Both,Digestive diseases,Death rank,3,,
All Population,Goa,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.14769051148496273,0.08696884656119783,0.17492982368548257
All Population,Gujarat,2021,15-49 years,Both,Digestive diseases,Death rank,7,,
All Population,Gujarat,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.05831096278075822,0.04623690175199351,0.09049094263311853
All Population,Haryana,2021,15-49 years,Both,Digestive diseases,Death rank,7,,
All Population,Haryana,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.06148182136516213,0.05281243215633932,0.08004535880432735
All Population,Himachal Pradesh,2021,15-49 years,Both,Digestive diseases,Death rank,6,,
All Population,Himachal Pradesh,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.0818937846764784,0.06146811602632386,0.10310887477295468
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Digestive diseases,Death rank,7,,
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.05720100472270548,0.047532671746860974,0.08545481730037649
All Population,Jharkhand,2021,15-49 years,Both,Digestive diseases,Death rank,4,,
All Population,Jharkhand,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.08565686409894742,0.05964222320462124,0.10421468296526716
All Population,Karnataka,2021,15-49 years,Both,Digestive diseases,Death rank,5,,
All Population,Karnataka,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.07280580256979653,0.059259715467521484,0.09096874319856513
All Population,Kerala,2021,15-49 years,Both,Digestive diseases,Death rank,6,,
All Population,Kerala,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.06471063674107613,0.0550901917713743,0.08237495953281648
All Population,Madhya Pradesh,2021,15-49 years,Both,Digestive diseases,Death rank,7,,
All Population,Madhya Pradesh,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.06813800057770215,0.04402133565884531,0.08929799618385144
All Population,Maharashtra,2021,15-49 years,Both,Digestive diseases,Death rank,3,,
All Population,Maharashtra,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.09254896936623314,0.07808409599651603,0.10766856737140387
All Population,Manipur,2021,15-49 years,Both,Digestive diseases,Death rank,2,,
All Population,Manipur,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.12179400253127802,0.08187391530251945,0.1443281674580042
All Population,Meghalaya,2021,15-49 years,Both,Digestive diseases,Death rank,2,,
All Population,Meghalaya,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.16164575388489397,0.11355647492465516,0.18789722824966765
All Population,Mizoram,2021,15-49 years,Both,Digestive diseases,Death rank,4,,
All Population,Mizoram,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.11965578448671269,0.08218517812779802,0.14574353995570813
All Population,Nagaland,2021,15-49 years,Both,Digestive diseases,Death rank,2,,
All Population,Nagaland,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.12906094451171607,0.08826088191836186,0.15051265271364475
All Population,Odisha,2021,15-49 years,Both,Digestive diseases,Death rank,3,,
All Population,Odisha,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.09253942654802025,0.06736550356599923,0.11332776845539133
All Population,Other Union Territories,2021,15-49 years,Both,Digestive diseases,Death rank,3,,
All Population,Other Union Territories,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.1056800611629717,0.08996610252100821,0.12193795765043074
All Population,Punjab,2021,15-49 years,Both,Digestive diseases,Death rank,5,,
All Population,Punjab,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.06005310886708842,0.05040444870147721,0.08226462560152328
All Population,Rajasthan,2021,15-49 years,Both,Digestive diseases,Death rank,7,,
All Population,Rajasthan,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.04902046314298827,0.026544712410332353,0.08583280533887712
All Population,Sikkim,2021,15-49 years,Both,Digestive diseases,Death rank,2,,
All Population,Sikkim,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.1651796459477891,0.11218502346453814,0.19035334649383856
All Population,Tamil Nadu,2021,15-49 years,Both,Digestive diseases,Death rank,9,,
All Population,Tamil Nadu,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.052020379879225656,0.03949261464305785,0.08549568541621062
All Population,Telangana,2021,15-49 years,Both,Digestive diseases,Death rank,6,,
All Population,Telangana,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.07587188244281266,0.059335111296908355,0.0992228053577982
All Population,Tripura,2021,15-49 years,Both,Digestive diseases,Death rank,4,,
All Population,Tripura,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.11429407299675588,0.0980510722360795,0.13147799336268362
All Population,Uttar Pradesh,2021,15-49 years,Both,Digestive diseases,Death rank,6,,
All Population,Uttar Pradesh,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.06903141278978733,0.04342869294922814,0.0909669574777587
All Population,Uttarakhand,2021,15-49 years,Both,Digestive diseases,Death rank,6,,
All Population,Uttarakhand,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.06524765843398157,0.046638122040912104,0.09090337538712172
All Population,West Bengal,2021,15-49 years,Both,Digestive diseases,Death rank,5,,
All Population,West Bengal,2021,15-49 years,Both,Digestive diseases,Percent of total deaths,0.08574506061799764,0.07513973962632065,0.10097409449466947
All Population,Andhra Pradesh,2021,15-49 years,Both,Neurological disorders,Death rank,14,,
All Population,Andhra Pradesh,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.009587317678438945,0.006044299276181832,0.011757526484535919
All Population,Arunachal Pradesh,2021,15-49 years,Both,Neurological disorders,Death rank,16,,
All Population,Arunachal Pradesh,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.006048843883516722,0.004556880720208324,0.008793427573912563
All Population,Assam,2021,15-49 years,Both,Neurological disorders,Death rank,16,,
All Population,Assam,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.00802988375704949,0.0064545693054180705,0.009491314038792328
All Population,Bihar,2021,15-49 years,Both,Neurological disorders,Death rank,16,,
All Population,Bihar,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.009061453164366972,0.007395541849357406,0.012435514908660265
All Population,Chhattisgarh,2021,15-49 years,Both,Neurological disorders,Death rank,18,,
All Population,Chhattisgarh,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.009217000908104959,0.0051672793090121565,0.012013585717674928
All Population,Delhi,2021,15-49 years,Both,Neurological disorders,Death rank,18,,
All Population,Delhi,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.007939181641809264,0.006085954270695809,0.010538394260487229
All Population,Goa,2021,15-49 years,Both,Neurological disorders,Death rank,12,,
All Population,Goa,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.009854671258460557,0.006957434887214247,0.012055783069599037
All Population,Gujarat,2021,15-49 years,Both,Neurological disorders,Death rank,15,,
All Population,Gujarat,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.009543017412422528,0.006451730655298618,0.0116882819543042
All Population,Haryana,2021,15-49 years,Both,Neurological disorders,Death rank,16,,
All Population,Haryana,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.008553396345654872,0.006483514834493132,0.010310648735397127
All Population,Himachal Pradesh,2021,15-49 years,Both,Neurological disorders,Death rank,16,,
All Population,Himachal Pradesh,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.008368681790803243,0.0070787018336901306,0.009731100484940218
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Neurological disorders,Death rank,16,,
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.007182556956588221,0.005837930795216675,0.010278995472386311
All Population,Jharkhand,2021,15-49 years,Both,Neurological disorders,Death rank,15,,
All Population,Jharkhand,2021,15-49 years,Both,Neurological disorders,Percent of total deaths,0.011612870301266003,0.006409225118894051,0.015798734526413782
